LSOA code,All usual residents aged 16+,Never worked and long term unemployed
E01002939,1294,94
E01002940,1348,137
E01002941,1337,91
E01002942,1123,59
E01002943,1158,69
E01002944,1053,62
E01002945,1264,46
E01002946,1226,52
E01002947,1325,62
E01002948,1787,135
E01002949,1479,102
E01002950,1316,86
E01002951,1145,75
E01002952,1144,127
E01002953,1122,95
E01002954,1127,75
E01002955,1250,116
E01002956,1166,119
E01002957,1271,128
E01002958,1334,67
E01002959,1107,58
E01002960,1286,91
E01002961,1377,78
E01002962,1270,122
E01002963,1459,114
E01002964,2156,147
E01002965,2163,152
E01002966,1621,79
E01002967,1602,66
E01002968,2593,116
E01002969,1416,221
E01002970,1434,140
E01002971,1413,90
E01002972,1640,124
E01002973,1250,154
E01002974,1621,130
E01002975,1200,111
E01002976,1365,82
E01002977,1344,149
E01002978,1525,113
E01002979,1251,109
E01002980,1183,115
E01002981,1315,99
E01002982,1246,106
E01002983,1378,101
E01002984,1171,151
E01002985,1349,149
E01002986,1100,132
E01002987,1690,112
E01002988,1456,72
E01002989,1596,59
E01002990,1485,66
E01002991,1279,54
E01002992,1375,49
E01002993,1319,70
E01002994,1225,66
E01002995,1335,79
E01002996,1212,48
E01002997,1232,80
E01002998,1190,86
E01002999,1263,55
E01003000,1460,123
E01003001,1546,110
E01003002,1490,99
E01003003,1391,121
E01003004,1307,88
E01003005,1228,66
E01003006,1210,89
E01003007,1228,72
E01003008,1077,50
E01003009,1531,72
E01003010,1144,46
E01003011,1337,77
E01003013,1849,42
E01003014,1307,140
E01003015,1465,170
E01003016,1118,87
E01003017,1454,114
E01003018,1839,73
E01003019,1845,92
E01003020,1569,117
E01003021,1926,284
E01003022,1399,106
E01003023,2218,162
E01003024,1505,142
E01003025,1695,133
E01003026,1311,66
E01003027,1144,33
E01003028,1216,70
E01003029,1625,82
E01003030,1528,57
E01003031,1351,105
E01003032,1518,119
E01003033,1310,68
E01003034,1370,102
E01003035,1519,116
E01003036,1595,139
E01003037,1240,144
E01003038,1515,71
E01003039,1792,67
E01003040,1076,55
E01003041,1309,170
E01003042,995,81
E01003043,1431,118
E01003044,1142,127
E01003045,1646,285
E01003046,1378,150
E01003047,1580,148
E01003048,1445,206
E01003049,1480,171
E01003050,1446,109
E01003051,1871,161
E01003052,1833,251
E01003053,1579,72
E01003054,2064,91
E01003055,1457,151
E01003056,1602,93
E01003057,1439,151
E01003058,1818,123
E01003059,1928,279
E01003060,1415,140
E01003061,1202,117
E01003062,1534,85
E01003063,1100,122
E01003064,1142,41
E01003065,1225,149
E01003066,1526,190
E01003067,1209,90
E01003068,1210,98
E01003069,1072,104
E01003070,1245,150
E01003071,1983,95
E01003072,1428,76
E01003073,1312,149
E01003074,2051,124
E01003075,1374,175
E01003076,2261,171
E01003077,1629,100
E01003078,1323,58
E01003079,1335,101
E01003080,1306,79
E01003081,1503,149
E01003082,1123,129
E01003083,1253,120
E01003084,1232,64
E01003085,1407,118
E01003086,1253,160
E01003087,1262,216
E01003088,1328,105
E01003089,1586,166
E01003090,2183,120
E01003091,1424,105
E01003092,1928,225
E01003093,1850,258
E01003094,1335,125
E01003095,1425,75
E01003096,1972,102
E01003097,1352,157
E01003098,1288,109
E01003099,1458,120
E01003100,1867,91
E01003101,1244,118
E01003102,1570,140
E01003104,1532,106
E01003105,1425,141
E01003106,1776,135
E01003107,1658,87
E01003108,1267,141
E01003110,1800,113
E01003111,1553,221
E01003112,1462,182
E01003113,1488,108
E01003114,2031,139
E01003115,1316,104
E01003116,1471,126
E01003117,1570,115
E01003118,1472,140
E01003119,1719,166
E01003120,2083,193
E01003121,1275,158
E01003122,1686,131
E01003123,1440,79
E01003124,1153,109
E01003125,1426,170
E01003126,1424,144
E01003127,1759,110
E01003128,1343,158
E01003129,1597,99
E01003130,1530,122
E01003131,1830,90
E01003132,1216,201
E01003133,1373,95
E01003134,1322,93
E01003135,1666,148
E01003136,1426,117
E01003137,1338,128
E01003138,1242,43
E01003139,1231,104
E01003140,1208,114
E01003141,1466,140
E01003142,1121,99
E01003143,1228,168
E01003144,1318,106
E01003145,1402,129
E01003146,1383,107
E01003147,1700,129
E01003148,1514,119
E01003149,1485,152
E01003150,1584,155
E01003151,1597,189
E01003152,1574,102
E01003153,1938,91
E01003154,1556,142
E01003155,1535,143
E01003156,1333,74
E01003157,1216,53
E01003158,1378,50
E01003159,1587,161
E01003160,1269,126
E01003161,1099,71
E01003162,1522,173
E01003163,1328,79
E01003164,1899,131
E01003165,1321,124
E01003166,2150,222
E01003167,1390,66
E01003168,1351,166
E01003169,1933,117
E01003170,1499,68
E01003171,1425,75
E01003172,1485,146
E01003173,1411,97
E01003174,1617,167
E01003175,1268,136
E01003176,1547,189
E01003177,1394,100
E01003178,1329,76
E01003179,1231,138
E01003180,1374,117
E01003181,1331,150
E01003182,1490,137
E01003183,1375,165
E01003184,1152,137
E01003185,1699,204
E01003186,2188,139
E01003187,1906,180
E01003188,1103,152
E01003189,1331,194
E01003190,1720,214
E01003191,1288,141
E01003192,1399,229
E01003193,1388,149
E01003194,1415,171
E01003195,1198,95
E01003196,1354,183
E01003197,1320,210
E01003198,1215,71
E01003199,1626,94
E01003200,1265,69
E01003201,1432,149
E01003202,1328,51
E01003203,1603,196
E01003204,1317,107
E01003205,1111,123
E01003206,1185,65
E01003207,1966,222
E01003209,1591,112
E01003210,1471,127
E01003211,1326,77
E01003212,1686,122
E01003213,1594,103
E01003214,1476,116
E01003215,1653,105
E01003216,1363,130
E01003217,1527,120
E01003218,1232,108
E01003219,1398,167
E01003220,1377,181
E01003221,1696,225
E01003222,1284,121
E01003223,1425,153
E01003224,1373,147
E01003225,1223,58
E01003226,1471,101
E01003227,1320,70
E01003228,1259,50
E01003229,1355,132
E01003230,1586,145
E01003231,1274,89
E01003232,1344,84
E01003233,1489,119
E01003235,1121,126
E01003236,1316,154
E01003237,1282,159
E01003238,1100,152
E01003239,1190,161
E01003240,1544,241
E01003241,1354,166
E01003243,1194,146
E01003244,1458,169
E01003245,1562,258
E01003246,1989,169
E01003247,1875,159
E01003248,1314,155
E01003249,1750,199
E01003251,1329,152
E01003252,1191,187
E01003253,1197,135
E01003254,1138,62
E01003255,1703,75
E01003256,1673,155
E01003257,1267,89
E01003258,1196,152
E01003259,1369,93
E01003260,1318,81
E01003261,1237,71
E01003262,1232,80
E01003263,1413,149
E01003264,1362,153
E01003265,1273,141
E01003266,1378,203
E01003267,1394,196
E01003268,1454,127
E01003269,1281,109
E01003270,1370,88
E01003271,1322,74
E01003272,1648,108
E01003273,1238,99
E01003274,1283,85
E01003275,1370,171
E01003276,1461,117
E01003277,1441,80
E01003278,1735,173
E01003279,1236,67
E01003280,1255,141
E01003281,1161,72
E01003282,2057,174
E01003283,1655,85
E01003284,1486,122
E01003285,1387,95
E01003286,1376,151
E01003287,1495,82
E01003288,1790,188
E01003290,1589,157
E01003291,1229,184
E01003292,1449,126
E01003293,1255,113
E01003295,1427,185
E01003297,1399,171
E01003298,1034,127
E01003299,1524,148
E01003300,1189,172
E01003301,2220,200
E01003302,1492,186
E01003303,1468,131
E01003304,1921,183
E01003305,1756,173
E01003307,1291,93
E01003308,1437,131
E01003309,1253,151
E01003310,1343,156
E01003311,1239,102
E01003312,1397,80
E01003313,1177,126
E01003314,1235,60
E01003315,1085,69
E01003316,1199,68
E01003318,1681,293
E01003319,1450,174
E01003320,1283,112
E01003321,1422,135
E01003322,1351,129
E01003323,1247,126
E01003324,1284,182
E01003325,1415,116
E01003326,1374,145
E01003327,1338,96
E01003328,1486,154
E01003329,1292,76
E01003330,1189,112
E01003331,1239,150
E01003332,1271,118
E01003333,1243,119
E01003334,1459,140
E01003335,1182,140
E01003336,1185,156
E01003337,1098,162
E01003338,1654,221
E01003339,1413,126
E01003340,1845,104
E01003341,1178,74
E01003342,1370,82
E01003343,1209,87
E01003344,1399,114
E01003345,1551,124
E01003346,1363,180
E01003347,1245,231
E01003348,1397,164
E01003349,1135,121
E01003350,1049,116
E01003351,1267,152
E01003352,1729,244
E01003353,1412,117
E01003354,1574,157
E01003355,1520,60
E01003356,1463,65
E01003357,1419,174
E01003358,1503,81
E01003359,1462,112
E01003360,1471,53
E01003361,1327,96
E01003362,1127,59
E01003363,1327,88
E01003364,1463,88
E01003365,1194,75
E01003366,1427,113
E01003368,1396,130
E01003369,1415,75
E01003370,1687,106
E01003371,1367,89
E01003372,1389,167
E01003373,1177,138
E01003374,1423,203
E01003375,1440,166
E01003376,1260,138
E01003377,1271,199
E01003378,1739,160
E01003379,1537,209
E01003380,1326,56
E01003381,1295,60
E01003382,1389,54
E01003383,1334,52
E01003384,1343,42
E01003385,1211,56
E01003386,1777,191
E01003387,1625,191
E01003388,1394,166
E01003389,1444,169
E01003390,1324,162
E01003391,976,141
E01003392,1172,105
E01003393,1325,100
E01003394,1702,183
E01003395,1344,115
E01003396,1229,100
E01003397,1293,130
E01003398,1559,172
E01003399,1199,52
E01003400,1211,47
E01003401,1148,54
E01003402,1216,78
E01003403,1257,90
E01003404,1572,86
E01003405,1902,234
E01003406,1390,145
E01003407,1571,103
E01003408,1616,92
E01003409,1452,194
E01003410,1308,161
E01003411,1530,135
E01003412,1391,158
E01003413,1626,137
E01003414,1430,147
E01003415,1873,185
E01003416,1343,121
E01003417,1267,84
E01003418,1222,62
E01003419,1447,114
E01003420,1173,92
E01003421,1297,95
E01003422,1202,101
E01003423,1310,68
E01003424,1229,40
E01003425,1160,49
E01003426,1462,107
E01003427,1573,167
E01003428,1200,78
E01003429,1302,108
E01003430,1278,142
E01003431,1311,147
E01003432,1293,160
E01003433,1302,147
E01003434,1246,123
E01003435,1618,136
E01003436,1372,150
E01003437,1692,175
E01003438,1433,155
E01003439,1275,121
E01003440,1300,147
E01003441,1513,204
E01003442,1355,61
E01003443,1234,51
E01003444,1299,59
E01003445,1425,97
E01003446,1632,79
E01003447,1289,112
E01003448,1833,164
E01003449,1521,178
E01003450,1375,156
E01003451,1562,112
E01003452,1745,204
E01003453,1479,197
E01003454,1141,43
E01003455,1370,56
E01003456,1353,74
E01003457,1219,41
E01003458,1402,52
E01003459,1791,121
E01003460,1195,61
E01003461,1275,35
E01003462,1150,71
E01003463,1175,62
E01003464,1170,85
E01003465,1070,69
E01003466,1362,77
E01003467,1384,104
E01003468,1355,70
E01003469,1324,124
E01003470,1654,125
E01003471,1381,98
E01003472,981,32
E01003473,1184,48
E01003474,1061,29
E01003476,1047,67
E01003477,1259,56
E01003478,1408,60
E01003479,1201,146
E01003480,1714,169
E01003481,1202,139
E01003483,1366,216
E01003484,1384,132
E01003485,1340,139
E01003486,994,229
E01003487,1070,244
E01003488,1538,370
E01003489,2308,429
E01003490,1489,301
E01003491,1556,349
E01003492,1560,263
E01003494,1571,220
E01003495,1537,196
E01003496,1101,172
E01003497,1342,206
E01003498,1496,215
E01003499,1839,337
E01003500,1655,225
E01003501,1864,287
E01003502,2090,291
E01003503,2422,268
E01003506,1122,171
E01003507,1794,281
E01003508,1989,211
E01003509,1554,210
E01003511,1533,227
E01003512,1603,229
E01003513,1208,117
E01003514,1298,203
E01003515,1680,328
E01003516,1474,227
E01003517,1427,255
E01003518,1258,135
E01003519,1323,135
E01003520,1544,293
E01003521,1705,304
E01003522,1413,289
E01003523,1904,379
E01003524,1478,293
E01003525,1559,309
E01003526,1420,284
E01003527,1383,183
E01003528,965,182
E01003529,1944,432
E01003530,1506,266
E01003531,1691,357
E01003532,1866,302
E01003533,1763,395
E01003534,1760,372
E01003535,1379,290
E01003536,1518,211
E01003537,1602,227
E01003538,1650,288
E01003539,1859,262
E01003540,1481,277
E01003541,1476,220
E01003542,1671,299
E01003543,1865,214
E01003544,1445,200
E01003545,1424,180
E01003546,1403,207
E01003547,1610,186
E01003548,1881,207
E01003549,1710,228
E01003550,1372,196
E01003551,1505,273
E01003552,1271,220
E01003553,1599,253
E01003554,1644,199
E01003555,1479,266
E01003556,1475,328
E01003557,1554,280
E01003558,1290,269
E01003559,2004,216
E01003560,1324,245
E01003561,1304,240
E01003562,1681,329
E01003563,1777,360
E01003564,1812,333
E01003565,1569,348
E01003566,1427,329
E01003567,1456,278
E01003568,2113,391
E01003569,1892,404
E01003570,1451,270
E01003571,1751,409
E01003572,1305,266
E01003573,1748,383
E01003574,1967,435
E01003575,1241,233
E01003576,1311,272
E01003577,1727,307
E01003578,1410,288
E01003579,1438,329
E01003580,1474,270
E01003581,1341,287
E01003582,1156,229
E01003583,1506,310
E01003584,1528,275
E01003585,1271,260
E01003586,1426,264
E01003587,1809,375
E01003588,1217,244
E01003589,1427,264
E01003590,1223,244
E01003591,1680,326
E01003592,1510,267
E01003593,1224,195
E01003594,1461,250
E01003595,1459,224
E01003596,1289,213
E01003597,1642,388
E01003598,1473,239
E01003599,1269,210
E01003600,1308,210
E01003601,1710,297
E01003602,1732,211
E01003603,1433,185
E01003604,1736,259
E01003605,1591,294
E01003607,1456,213
E01003608,1562,168
E01003611,1440,202
E01003615,1387,222
E01003616,1542,200
E01003618,1932,200
E01003619,1996,238
E01003621,1240,228
E01003622,1320,253
E01003623,1346,255
E01003624,1272,235
E01003625,1273,224
E01003626,1358,229
E01003627,1200,231
E01003628,1320,212
E01003629,1496,234
E01003630,1520,272
E01003631,1577,183
E01003632,2034,251
E01003633,1454,237
E01003634,1413,233
E01003635,1554,163
E01003636,1734,272
E01003637,1585,190
E01003638,1502,171
E01003639,1734,216
E01003640,1514,143
E01003641,1644,152
E01003642,1433,173
E01003643,1772,221
E01003644,1303,144
E01003645,2095,266
E01003646,1554,204
E01003647,1548,195
E01003648,1230,104
E01003649,1359,155
E01003650,1405,184
E01003651,1255,141
E01003652,1290,135
E01003653,1593,205
E01003654,1350,128
E01003655,1307,85
E01003656,1262,126
E01003657,1777,121
E01003658,1394,165
E01003659,1365,95
E01003660,1406,76
E01003661,1702,219
E01003662,1617,217
E01003663,1532,209
E01003664,1427,148
E01003665,1303,126
E01003666,2056,238
E01003668,1461,109
E01003669,1239,54
E01003670,1220,77
E01003671,1232,55
E01003672,1350,123
E01003673,1552,74
E01003674,1955,120
E01003675,1395,176
E01003676,1541,187
E01003677,1499,149
E01003678,1346,127
E01003679,1422,154
E01003680,1347,140
E01003681,1674,224
E01003682,1498,196
E01003683,1597,264
E01003684,1371,230
E01003685,1484,269
E01003686,1562,347
E01003688,1372,285
E01003689,1759,379
E01003690,1731,248
E01003691,1270,195
E01003692,1290,169
E01003693,1334,181
E01003694,1220,184
E01003695,1202,210
E01003696,1487,211
E01003697,1404,170
E01003698,1175,79
E01003699,1232,96
E01003700,2013,224
E01003701,1615,179
E01003702,1801,133
E01003703,2117,215
E01003704,1559,198
E01003705,1910,168
E01003706,1315,139
E01003707,1222,137
E01003708,1576,211
E01003709,1400,154
E01003710,1260,138
E01003711,1526,162
E01003712,1168,202
E01003713,1471,241
E01003714,1837,277
E01003715,1714,240
E01003716,1451,227
E01003718,1482,233
E01003719,1827,345
E01003720,1569,184
E01003721,1496,175
E01003722,1800,202
E01003723,1511,173
E01003724,1179,93
E01003725,1335,119
E01003726,1911,181
E01003727,1382,181
E01003729,1325,284
E01003730,1392,286
E01003731,1088,194
E01003732,1287,295
E01003733,1376,228
E01003734,1364,247
E01003735,1587,336
E01003736,1422,283
E01003737,2135,228
E01003738,1853,238
E01003739,1808,280
E01003740,1754,254
E01003741,1553,230
E01003742,1783,303
E01003743,1456,236
E01003744,1197,82
E01003745,1158,53
E01003746,1324,79
E01003747,1088,57
E01003748,1359,87
E01003749,1425,125
E01003750,1583,143
E01003751,1785,246
E01003752,2221,260
E01003753,1545,202
E01003754,1414,180
E01003755,1804,204
E01003756,1928,277
E01003757,1670,275
E01003759,1241,81
E01003760,1514,116
E01003761,1345,236
E01003762,1370,90
E01003763,1574,141
E01003764,1674,121
E01003765,1543,105
E01003766,1657,270
E01003767,1632,237
E01003768,1488,311
E01003769,1466,312
E01003770,2221,334
E01003771,1359,227
E01003772,1380,199
E01003773,1367,189
E01003774,1539,104
E01003775,1365,107
E01003776,1492,151
E01003777,1553,115
E01003778,1639,74
E01003779,1374,113
E01003780,1290,103
E01003781,1615,230
E01003782,1247,229
E01003783,1893,362
E01003784,1557,248
E01003785,1570,315
E01003786,1242,147
E01003787,1259,190
E01003788,1395,288
E01003789,1173,71
E01003790,1192,118
E01003791,1178,96
E01003792,1142,87
E01003793,1265,141
E01003794,1195,89
E01003795,967,52
E01003796,1276,82
E01003797,1145,48
E01003798,1165,80
E01003799,1241,31
E01003800,1222,93
E01003801,1067,35
E01003802,1152,90
E01003803,1237,145
E01003804,1416,48
E01003805,1286,43
E01003806,1117,43
E01003807,1571,76
E01003808,1425,61
E01003809,1325,55
E01003810,1239,47
E01003811,1348,48
E01003812,1457,67
E01003813,1289,57
E01003814,1525,102
E01003815,1608,91
E01003816,1317,77
E01003817,1566,116
E01003818,1226,61
E01003819,1371,147
E01003820,1536,116
E01003821,1353,67
E01003822,1223,66
E01003823,1497,70
E01003824,1286,50
E01003825,1360,41
E01003826,1423,127
E01003827,1563,64
E01003828,1230,36
E01003829,1340,120
E01003830,1490,81
E01003831,1330,79
E01003832,1221,165
E01003833,1209,84
E01003834,1369,62
E01003835,1271,38
E01003836,1107,78
E01003837,1683,127
E01003838,1426,53
E01003839,1867,134
E01003840,1419,135
E01003841,1639,206
E01003842,1346,125
E01003843,1761,227
E01003844,1185,85
E01003845,1422,106
E01003846,1333,43
E01003847,1463,58
E01003848,1531,75
E01003849,1257,45
E01003851,1320,78
E01003852,1155,70
E01003853,1149,72
E01003854,1141,66
E01003855,1550,130
E01003856,1287,58
E01003857,1402,50
E01003858,1243,35
E01003859,1228,48
E01003860,1426,32
E01003861,1602,62
E01003862,1484,122
E01003863,1143,95
E01003864,1182,66
E01003865,1128,72
E01003866,1287,37
E01003867,1257,88
E01003868,1225,26
E01003869,1329,61
E01003870,1629,60
E01003871,1359,55
E01003872,1273,34
E01003873,1350,48
E01003874,1272,43
E01003875,1289,68
E01003876,1632,72
E01003877,1191,41
E01003878,1239,124
E01003879,1126,44
E01003880,1219,61
E01003881,1583,52
E01003882,1580,47
E01003883,1535,65
E01003884,1408,75
E01003885,1261,56
E01003886,1309,58
E01003887,1492,48
E01003888,1686,142
E01003889,1381,41
E01003890,1315,56
E01003891,1488,84
E01003892,1664,75
E01003893,1378,56
E01003894,1374,44
E01003895,1365,50
E01003896,1576,46
E01003897,1586,78
E01003898,1338,57
E01003899,1137,43
E01003900,1336,108
E01003901,1343,52
E01003902,1044,48
E01003903,1274,90
E01003904,1216,71
E01003905,1039,59
E01003906,1372,103
E01003907,1326,132
E01003908,1491,116
E01003909,1332,94
E01003910,1326,56
E01003911,1678,180
E01003912,1456,207
E01003913,1760,93
E01003914,1625,99
E01003915,1589,145
E01003916,2059,140
E01003917,1600,174
E01003918,1222,173
E01003919,1370,124
E01003920,1731,162
E01003921,1680,146
E01003922,1806,186
E01003923,1438,113
E01003924,1607,234
E01003925,1680,204
E01003926,1176,120
E01003929,1791,125
E01003930,1726,131
E01003932,1277,158
E01003933,2131,179
E01003934,1824,105
E01003935,1142,91
E01003936,1523,24
E01003937,1406,68
E01003938,1525,153
E01003939,1793,95
E01003940,1310,157
E01003941,1740,104
E01003942,1469,144
E01003943,1245,141
E01003945,1368,85
E01003946,1486,102
E01003947,1161,181
E01003948,1408,106
E01003949,1545,88
E01003950,1602,180
E01003951,1200,93
E01003952,1336,66
E01003953,1724,95
E01003954,1251,64
E01003955,1543,129
E01003956,1466,90
E01003957,1421,64
E01003958,1577,160
E01003960,1569,121
E01003961,1692,245
E01003963,1384,183
E01003966,1813,217
E01003969,2140,183
E01003971,1069,170
E01003972,1146,114
E01003973,1361,146
E01003975,1428,149
E01003976,2002,140
E01003977,1569,183
E01003979,1746,251
E01003980,1729,221
E01003981,1328,106
E01003983,1364,196
E01003984,1949,206
E01003986,1278,182
E01003987,1511,206
E01003988,1735,226
E01003989,1780,210
E01003990,1871,265
E01003991,1084,151
E01003992,1232,155
E01003993,1586,189
E01003994,1620,169
E01003995,1159,158
E01003997,1058,111
E01003998,1254,126
E01003999,1229,121
E01004000,1631,203
E01004001,1471,262
E01004002,1318,87
E01004003,1506,173
E01004004,2175,222
E01004005,1893,257
E01004006,1560,167
E01004007,1116,147
E01004008,1678,220
E01004010,1237,152
E01004011,1728,227
E01004012,1980,200
E01004013,1449,189
E01004014,1621,270
E01004015,1477,92
E01004016,1975,105
E01004017,1308,76
E01004018,1491,68
E01004019,1720,170
E01004020,1347,119
E01004021,1793,83
E01004023,1388,131
E01004024,1628,223
E01004028,2010,195
E01004029,1741,94
E01004030,1272,91
E01004031,2260,175
E01004032,1323,34
E01004033,2021,218
E01004034,1292,133
E01004035,1169,140
E01004036,1656,177
E01004037,1607,151
E01004038,1958,173
E01004039,1310,136
E01004040,1474,246
E01004041,1297,144
E01004042,1635,224
E01004043,1188,139
E01004044,1136,160
E01004045,1214,156
E01004046,1265,94
E01004047,1342,131
E01004048,1266,72
E01004049,1029,85
E01004050,1223,65
E01004051,1091,49
E01004052,1467,69
E01004053,1654,55
E01004054,1360,42
E01004055,1091,128
E01004056,1987,166
E01004057,1819,138
E01004058,1557,57
E01004059,1796,69
E01004060,1702,194
E01004061,1421,66
E01004062,1824,150
E01004063,1611,102
E01004064,1589,149
E01004065,1272,81
E01004066,1668,138
E01004067,1825,190
E01004068,1608,211
E01004069,1005,51
E01004070,1505,87
E01004071,1233,100
E01004072,1332,64
E01004073,1417,67
E01004074,1346,49
E01004075,1305,37
E01004076,1290,102
E01004077,1317,92
E01004078,1349,106
E01004079,1163,53
E01004080,1150,74
E01004081,1251,83
E01004082,1145,79
E01004083,1190,159
E01004084,1223,64
E01004085,1326,74
E01004086,1517,115
E01004087,1296,76
E01004088,1460,200
E01004089,1004,116
E01004090,1015,128
E01004091,1071,56
E01004092,1255,99
E01004093,1277,114
E01004094,1445,65
E01004095,1284,72
E01004096,1262,105
E01004097,1291,48
E01004098,1042,46
E01004099,1306,85
E01004100,1171,63
E01004101,1135,68
E01004102,1197,80
E01004103,1404,80
E01004104,1234,71
E01004105,1437,80
E01004106,1341,60
E01004107,1263,91
E01004108,1555,86
E01004109,1345,97
E01004110,1656,113
E01004111,1346,93
E01004112,1362,55
E01004114,1516,123
E01004115,1444,85
E01004116,1327,84
E01004117,1155,50
E01004118,1427,102
E01004119,1125,66
E01004120,1226,78
E01004121,1234,73
E01004122,1127,54
E01004123,1757,167
E01004124,1533,153
E01004125,1242,142
E01004126,1223,131
E01004127,1402,129
E01004128,1166,107
E01004129,1485,189
E01004130,1434,112
E01004131,1476,97
E01004132,1173,51
E01004133,1231,73
E01004134,1302,124
E01004135,1164,94
E01004136,1298,89
E01004137,2031,97
E01004138,1391,83
E01004139,1220,88
E01004140,1444,164
E01004141,1369,123
E01004143,1212,78
E01004144,1437,102
E01004145,1762,148
E01004146,1555,106
E01004147,1312,110
E01004148,1323,140
E01004149,1483,117
E01004150,1646,160
E01004151,1587,169
E01004152,1439,140
E01004153,1501,110
E01004154,1187,62
E01004155,1511,109
E01004156,1629,156
E01004157,1038,50
E01004158,1347,91
E01004159,1284,68
E01004160,1295,55
E01004161,1198,66
E01004162,1354,111
E01004163,1375,83
E01004164,1196,72
E01004165,1410,110
E01004166,1259,75
E01004167,1238,120
E01004168,1281,72
E01004169,1276,87
E01004170,1715,82
E01004171,1259,85
E01004172,1447,109
E01004173,1136,90
E01004174,1263,80
E01004175,1402,85
E01004176,1200,62
E01004177,1470,155
E01004178,1827,175
E01004179,1296,63
E01004180,1467,104
E01004181,1405,120
E01004182,1319,135
E01004183,1372,120
E01004184,1226,126
E01004185,1583,154
E01004186,1351,92
E01004187,1328,102
E01004189,1628,210
E01004190,1141,64
E01004191,1481,109
E01004192,1463,100
E01004193,2098,146
E01004194,1258,96
E01004195,1348,98
E01004196,1255,69
E01004198,1218,239
E01004199,1332,291
E01004200,1359,111
E01004201,1385,166
E01004202,1649,188
E01004203,1544,212
E01004204,1539,253
E01004205,1712,354
E01004206,1191,302
E01004207,1150,168
E01004208,1727,170
E01004209,1015,227
E01004211,1407,164
E01004212,1861,215
E01004214,1239,243
E01004216,1446,146
E01004217,1679,192
E01004218,1613,173
E01004219,2086,308
E01004221,1624,193
E01004222,2243,406
E01004223,1752,285
E01004226,1869,227
E01004228,1680,149
E01004229,1193,162
E01004230,1764,183
E01004231,1336,216
E01004232,1448,149
E01004233,1831,282
E01004234,2079,134
E01004235,994,194
E01004236,1210,264
E01004237,1145,164
E01004239,1335,311
E01004240,1306,250
E01004241,1248,288
E01004243,1158,184
E01004244,1684,308
E01004245,2320,298
E01004247,2003,348
E01004248,1357,259
E01004249,1834,368
E01004251,1938,310
E01004255,1298,247
E01004256,1295,282
E01004257,1664,339
E01004258,1268,135
E01004259,1467,136
E01004260,1365,228
E01004263,1113,188
E01004264,1108,255
E01004266,1206,144
E01004267,1825,282
E01004268,1445,300
E01004270,2045,232
E01004271,1866,239
E01004272,2039,372
E01004274,1576,241
E01004275,1853,232
E01004276,1763,74
E01004277,1449,87
E01004280,1552,222
E01004281,1693,155
E01004283,1762,316
E01004286,1970,382
E01004287,1731,378
E01004288,1397,316
E01004289,1591,264
E01004290,1594,216
E01004291,1704,90
E01004292,1467,65
E01004293,1793,122
E01004295,1447,264
E01004296,2050,246
E01004297,1671,118
E01004298,1267,273
E01004300,1133,206
E01004301,1136,238
E01004302,1228,243
E01004303,2241,358
E01004304,1663,376
E01004305,1446,262
E01004306,1553,269
E01004307,2200,98
E01004308,1203,234
E01004309,2326,402
E01004310,1738,289
E01004311,1474,231
E01004312,1202,225
E01004313,1723,234
E01004315,1335,196
E01004316,879,123
E01004319,1987,426
E01004321,1745,322
E01004322,1157,160
E01004323,1252,206
E01004324,1267,248
E01004326,1525,238
E01004327,1152,155
E01004328,1477,141
E01004329,1447,115
E01004330,1378,121
E01004331,1301,132
E01004332,1588,171
E01004333,1280,189
E01004334,1483,204
E01004335,1356,223
E01004336,1344,166
E01004337,1429,191
E01004338,1728,163
E01004339,1478,121
E01004340,1541,213
E01004341,1605,241
E01004342,1598,154
E01004343,1472,105
E01004344,1428,181
E01004345,1417,134
E01004346,1373,107
E01004347,1646,134
E01004348,2321,202
E01004349,1202,129
E01004350,1601,218
E01004351,1334,104
E01004352,1624,125
E01004353,1531,101
E01004354,1532,101
E01004355,1301,137
E01004356,1365,139
E01004357,1313,123
E01004358,1588,140
E01004359,1369,82
E01004360,1097,66
E01004361,1119,76
E01004362,1307,106
E01004363,1282,119
E01004364,1531,240
E01004365,1985,316
E01004366,1603,160
E01004367,1267,172
E01004368,1858,256
E01004369,1422,114
E01004370,1698,137
E01004371,1330,139
E01004372,1369,93
E01004373,1450,187
E01004374,1616,148
E01004375,1610,169
E01004376,1613,179
E01004377,1444,127
E01004378,1467,158
E01004379,1551,101
E01004380,1409,120
E01004381,1586,89
E01004382,1302,157
E01004383,1323,80
E01004384,1593,287
E01004385,1223,129
E01004386,1390,75
E01004387,1190,59
E01004388,1314,158
E01004389,1389,161
E01004390,1279,156
E01004391,1901,147
E01004392,2031,221
E01004393,1378,143
E01004394,1645,239
E01004395,1339,90
E01004396,1573,176
E01004397,2409,256
E01004398,1631,293
E01004399,1453,236
E01004400,1476,158
E01004401,1848,170
E01004402,1450,187
E01004403,1959,209
E01004404,2116,257
E01004405,1365,166
E01004406,1506,162
E01004407,1274,231
E01004408,1434,133
E01004409,1398,173
E01004410,1497,184
E01004411,1630,147
E01004412,1463,107
E01004413,1287,183
E01004414,1440,159
E01004415,1312,158
E01004416,1480,143
E01004417,1525,152
E01004418,1405,125
E01004419,1978,191
E01004420,1863,329
E01004421,1734,333
E01004422,2087,192
E01004423,1655,291
E01004424,1752,273
